DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
W+ 1 80.4 179.97 -116 -70 -87 W- 1 80.4 178.732 66 145 10
W+ 1 80.4 164.758 40 -75 -116 W- 1 80.4 166.959 -55 35 131
b_quark 0 4.18 99.0478 1 -24 96 b_quark 0 4.18 134.237 -33 28 -127
b_quark 0 4.18 182.624 -103 -111 -102 b_quark 0 4.18 202.253 128 48 149
b_quark 0 4.18 246.072 -147 141 -138 b_quark 0 4.18 327.969 241 -179 132
b_quark 0 4.18 129.717 -16 -128 -13 b_quark 0 4.18 106.932 73 78 2
b_quark 0 4.18 205.651 -147 -125 -71 b_quark 0 4.18 276.847 235 39 141
W+ 1 80.4 137.805 -81 77 6 W- 1 80.4 206.829 133 -97 -96
b_quark 0 4.18 61.6642 22 30 49 b_quark 0 4.18 124.541 72 65 -78
W+ 1 80.4 153.196 72 -90 -61 W- 1 80.4 190.804 26 171 5
b_quark 0 4.18 132.979 29 128 -21 b_quark 0 4.18 152.274 -75 -132 11
b_quark 0 4.18 188.657 -86 137 -97 b_quark 0 4.18 278.556 160 -190 126
b_quark 0 4.18 143.236 113 49 -73 b_quark 0 4.18 214.733 -180 2 117
W+ 1 80.4 157.83 -81 109 -2 W- 1 80.4 190.395 144 -95 5
b_quark 0 4.18 144.494 -45 94 -100 b_quark 0 4.18 172.669 111 -130 24
b_quark 0 4.18 149.059 120 -85 24 b_quark 0 4.18 155.391 -148 -4 47
b_quark 0 4.18 160.868 144 -34 63 b_quark 0 4.18 111.797 -59 54 -78
b_quark 0 4.18 184.311 -102 -110 -107 b_quark 0 4.18 265.519 177 155 123
b_quark 0 4.18 197.374 -65 -145 117 b_quark 0 4.18 146.985 9 91 -115
b_quark 0 4.18 91.4903 82 -27 -30 b_quark 0 4.18 163.577 -120 -44 102
b_quark 0 4.18 50.5121 1 33 38 b_quark 0 4.18 86.5764 29 -54 61
b_quark 0 4.18 151.715 2 -100 114 b_quark 0 4.18 54.7126 4 32 -44
b_quark 0 4.18 181.759 -81 117 -113 b_quark 0 4.18 267.809 150 -100 198
b_quark 0 4.18 101.245 -37 92 20 b_quark 0 4.18 182.421 38 -170 54
b_quark 0 4.18 113.892 -101 -7 52 b_quark 0 4.18 171.879 130 105 40
b_quark 0 4.18 204.322 -73 145 124 b_quark 0 4.18 104.95 58 -73 -48
W+ 1 80.4 131.766 35 -72 -67 W- 1 80.4 216.162 -102 143 97
b_quark 0 4.18 212.178 141 -145 64 b_quark 0 4.18 241.939 -180 161 -14
Z 1 91.2 163.381 54 -54 112 Z 1 91.2 202.599 -48 29 -172
b_quark 0 4.18 120.488 90 -48 64 b_quark 0 4.18 155.43 -146 40 35
W+ 1 80.4 100.166 -38 45 -10 W- 1 80.4 217.24 137 -126 78
b_quark 0 4.18 141.218 114 -52 65 b_quark 0 4.18 156.721 -152 36 12
b_quark 0 4.18 189.184 -68 -93 -150 b_quark 0 4.18 93.3513 -13 28 88
Z 1 91.2 173.835 24 38 141 Z 1 91.2 236.71 57 -28 -209
b_quark 0 4.18 145.789 110 -71 -64 b_quark 0 4.18 138.465 -37 25 131
b_quark 0 4.18 110.795 88 67 -5 b_quark 0 4.18 201.18 -144 -114 -82
b_quark 0 4.18 96.0545 48 4 -83 b_quark 0 4.18 126.264 -30 25 120
b_quark 0 4.18 139.329 49 65 113 b_quark 0 4.18 197.716 -88 -153 -89
b_quark 0 4.18 140.184 -108 -67 -59 b_quark 0 4.18 144.566 49 135 -16
b_quark 0 4.18 136.772 97 72 -64 b_quark 0 4.18 124.854 -89 -87 9
b_quark 0 4.18 178.839 126 -117 -49 b_quark 0 4.18 207.972 -109 175 -27
b_quark 0 4.18 183.672 110 3 147 b_quark 0 4.18 227.127 -173 18 -146
b_quark 0 4.18 41.164 13 -22 -32 b_quark 0 4.18 115.093 -96 13 -62
b_quark 0 4.18 139.937 34 -45 -128 b_quark 0 4.18 239.095 14 117 208
b_quark 0 4.18 161.727 -75 113 -88 b_quark 0 4.18 172.796 109 -106 82
b_quark 0 4.18 170.77 -137 74 -70 b_quark 0 4.18 150.872 52 -140 21
b_quark 0 4.18 158.239 90 -71 -109 b_quark 0 4.18 92.1926 -33 72 47
b_quark 0 4.18 111.993 50 56 -83 b_quark 0 4.18 100.928 -52 -24 83
b_quark 0 4.18 163.167 133 -39 86 b_quark 0 4.18 133.576 -43 -10 -126
tau+ 0 1.78 166.001 -110 -42 117 tau- 0 1.78 169.509 163 15 -44
b_quark 0 4.18 164.722 2 126 106 b_quark 0 4.18 208.728 50 -55 -195
b_quark 0 4.18 174.142 120 -58 112 b_quark 0 4.18 198.251 -99 141 -98
Z 1 91.2 124.946 -38 -51 57 Z 1 91.2 94.1246 -14 15 11
b_quark 0 4.18 82.1369 -2 1 82 b_quark 0 4.18 101.052 -92 -41 -7
W+ 1 80.4 89.745 -37 -10 -11 W- 1 80.4 101.105 33 -13 -50
b_quark 0 4.18 179.498 144 105 21 b_quark 0 4.18 184.734 -98 -149 48
b_quark 0 4.18 153.761 -24 -120 93 b_quark 0 4.18 112.661 -37 55 -91
W+ 1 80.4 237.34 128 -119 139 W- 1 80.4 250.17 -197 44 -124
W+ 1 80.4 181.951 60 61 139 W- 1 80.4 257.175 -103 -15 -221
b_quark 0 4.18 47.3653 -41 -16 17 b_quark 0 4.18 116.273 102 17 53
tau+ 0 1.78 180.364 -24 -136 -116 tau- 0 1.78 203.483 -60 109 161
W+ 1 80.4 141.683 -85 -12 -79 W- 1 80.4 165.521 49 6 136
b_quark 0 4.18 162.072 95 -85 100 b_quark 0 4.18 109.25 -98 17 -45
b_quark 0 4.18 148.82 35 -76 -123 b_quark 0 4.18 180.329 -44 -17 174
b_quark 0 4.18 142.42 -5 -105 96 b_quark 0 4.18 230.023 85 112 -182
b_quark 0 4.18 157.682 -119 22 101 b_quark 0 4.18 171.681 40 31 -164
b_quark 0 4.18 150.448 58 137 -22 b_quark 0 4.18 161.504 19 -156 37
W+ 1 80.4 196.729 78 105 -123 W- 1 80.4 138.918 -53 -77 64
b_quark 0 4.18 100.092 23 -96 -16 b_quark 0 4.18 120.592 50 12 109
tau+ 0 1.78 130.112 13 89 -94 tau- 0 1.78 168.944 -93 -141 -3
b_quark 0 4.18 134.802 107 -12 -81 b_quark 0 4.18 245.346 -157 -62 178
b_quark 0 4.18 93.9919 -64 64 25 b_quark 0 4.18 163.473 -11 -163 -4
b_quark 0 4.18 171.708 101 -127 -56 b_quark 0 4.18 197.579 -134 142 -30
b_quark 0 4.18 97.1518 14 -60 -75 b_quark 0 4.18 176.883 65 102 129
W+ 1 80.4 197.391 -137 -31 -113 W- 1 80.4 252.551 169 71 154
b_quark 0 4.18 185.592 -75 -119 -121 b_quark 0 4.18 281.104 156 129 195
b_quark 0 4.18 118.184 10 -77 -89 b_quark 0 4.18 100.127 -50 82 28
b_quark 0 4.18 88.4956 37 -19 -78 b_quark 0 4.18 44.3449 -13 36 -22
b_quark 0 4.18 141.398 64 126 -2 b_quark 0 4.18 202.16 -5 -175 101
b_quark 0 4.18 170.363 -59 -55 150 b_quark 0 4.18 211.675 84 -22 -193
W+ 1 80.4 163.906 -15 76 120 W- 1 80.4 172.552 97 -115 -26
b_quark 0 4.18 192.615 -85 -97 143 b_quark 0 4.18 267.356 182 117 -157
tau+ 0 1.78 226.577 139 102 -147 tau- 0 1.78 129.473 -86 -30 92
b_quark 0 4.18 197.422 -77 127 -130 b_quark 0 4.18 266.898 134 -125 194
b_quark 0 4.18 158.753 -74 130 -53 b_quark 0 4.18 212.533 152 -143 -40
b_quark 0 4.18 52.8722 -19 4 -49 b_quark 0 4.18 101.447 89 47 12
b_quark 0 4.18 149.905 18 -53 139 b_quark 0 4.18 232.866 -42 139 -182
b_quark 0 4.18 139.98 -26 55 126 b_quark 0 4.18 149.875 2 -115 -96
b_quark 0 4.18 154.365 -41 -139 53 b_quark 0 4.18 156.753 57 53 -136
b_quark 0 4.18 189.709 110 144 -56 b_quark 0 4.18 305.438 -101 -243 155
W+ 1 80.4 181.464 94 85 102 W- 1 80.4 124.881 3 -91 -29
b_quark 0 4.18 178.335 -131 15 -120 b_quark 0 4.18 294.4 207 37 206
b_quark 0 4.18 148.555 -87 -109 51 b_quark 0 4.18 195.086 9 194 -18
b_quark 0 4.18 210.244 114 105 142 b_quark 0 4.18 258.531 -214 -24 -143
b_quark 0 4.18 184.842 -34 112 143 b_quark 0 4.18 249.264 53 -125 -209
b_quark 0 4.18 134.505 11 -132 -23 b_quark 0 4.18 113.602 58 70 -68
W+ 1 80.4 211.479 -139 -127 53 W- 1 80.4 248.649 157 173 28
b_quark 0 4.18 143.755 -46 -6 -136 b_quark 0 4.18 189.017 135 -67 114
W+ 1 80.4 222.668 120 141 94 W- 1 80.4 301.06 -189 -194 -104
b_quark 0 4.18 159.41 -43 144 -53 b_quark 0 4.18 237.89 62 -229 17
b_quark 0 4.18 54.2538 -9 -53 -6 b_quark 0 4.18 130.654 -14 84 99
b_quark 0 4.18 71.9963 1 -26 -67 b_quark 0 4.18 96.2729 49 -39 73
b_quark 0 4.18 180.683 -57 -128 114 b_quark 0 4.18 223.762 40 104 -194
b_quark 0 4.18 134.289 -84 -104 12 b_quark 0 4.18 184.701 150 19 -106
W+ 1 80.4 167.228 -90 -60 -99 W- 1 80.4 226.453 100 31 184
W+ 1 80.4 171.085 37 101 106 W- 1 80.4 228.195 -1 -118 -178
b_quark 0 4.18 129.424 -13 92 90 b_quark 0 4.18 129.319 92 -69 -59
b_quark 0 4.18 175.555 147 92 -27 b_quark 0 4.18 153.878 -101 -116 -2
tau+ 0 1.78 147.977 74 -17 127 tau- 0 1.78 211.076 -34 -37 -205
b_quark 0 4.18 144.466 110 -17 -92 b_quark 0 4.18 196.116 -178 54 62
tau+ 0 1.78 163.53 -115 -67 -95 tau- 0 1.78 184.068 167 70 33
b_quark 0 4.18 165.419 -99 -99 88 b_quark 0 4.18 121.961 81 90 -14
W+ 1 80.4 167.102 -13 -143 29 W- 1 80.4 122.675 31 82 30
b_quark 0 4.18 166.468 -1 93 -138 b_quark 0 4.18 278.78 -79 -186 192
b_quark 0 4.18 125.453 84 4 -93 b_quark 0 4.18 102.939 -79 -33 57
b_quark 0 4.18 160.367 -100 -110 60 b_quark 0 4.18 203.26 141 146 -10
b_quark 0 4.18 175.543 -50 -103 133 b_quark 0 4.18 261.665 89 203 -139
b_quark 0 4.18 109.231 93 -4 -57 b_quark 0 4.18 85.1438 -72 -32 32
b_quark 0 4.18 137.584 -92 -52 -88 b_quark 0 4.18 230.181 165 45 154
b_quark 0 4.18 67.0259 -65 9 -13 b_quark 0 4.18 118.956 116 -26 1
b_quark 0 4.18 63.7767 48 -15 39 b_quark 0 4.18 30.8297 -20 -22 7
b_quark 0 4.18 62.3977 -58 -16 -16 b_quark 0 4.18 47.932 34 -10 -32
b_quark 0 4.18 234.176 -144 -127 -134 b_quark 0 4.18 126.343 100 64 43
b_quark 0 4.18 180.162 78 -146 71 b_quark 0 4.18 188.113 -94 102 -127
b_quark 0 4.18 134.805 -55 -53 111 b_quark 0 4.18 159.447 34 29 -153
b_quark 0 4.18 174.744 -54 91 -139 b_quark 0 4.18 268.902 89 -167 191
b_quark 0 4.18 146.531 103 21 102 b_quark 0 4.18 171.833 -18 36 -167
Z 1 91.2 187.826 -109 122 14 Z 1 91.2 240.351 81 -203 -41
b_quark 0 4.18 149.193 -56 81 -112 b_quark 0 4.18 171.667 74 -90 126
W+ 1 80.4 140.83 114 -18 7 W- 1 80.4 230.881 -197 73 -52
W+ 1 80.4 194.59 134 47 -106 W- 1 80.4 187.516 -143 -85 32
b_quark 0 4.18 157.173 -146 -57 11 b_quark 0 4.18 134.121 121 -27 51
b_quark 0 4.18 187.929 -52 114 140 b_quark 0 4.18 316.619 53 -211 -230
b_quark 0 4.18 140.419 70 -120 20 b_quark 0 4.18 231.055 -150 137 -110
b_quark 0 4.18 64.9729 -46 42 -18 b_quark 0 4.18 179.306 130 -103 68
W+ 1 80.4 160.802 -72 72 -95 W- 1 80.4 172.247 65 -122 64
b_quark 0 4.18 143.731 -6 -74 -123 b_quark 0 4.18 87.5755 24 40 74
W+ 1 80.4 137.834 -34 -67 83 W- 1 80.4 211.838 115 105 -119
b_quark 0 4.18 77.2688 70 18 -27 b_quark 0 4.18 80.0717 -57 -29 -48
b_quark 0 4.18 203.282 -103 -141 -104 b_quark 0 4.18 310.803 191 162 184
b_quark 0 4.18 149.343 -149 6 -7 b_quark 0 4.18 162.291 94 93 94
b_quark 0 4.18 196.057 -122 136 71 b_quark 0 4.18 232.247 156 -104 -137
W+ 1 80.4 112.987 31 -21 -70 W- 1 80.4 168.018 -119 87 -6
b_quark 0 4.18 166.287 -15 -128 105 b_quark 0 4.18 166.371 -11 150 -71
b_quark 0 4.18 91.4684 -37 56 62 b_quark 0 4.18 144.974 130 -64 2
b_quark 0 4.18 119.451 111 9 43 b_quark 0 4.18 122.48 -74 42 -88
b_quark 0 4.18 148.143 -131 -68 12 b_quark 0 4.18 119.848 89 52 -61
b_quark 0 4.18 108.436 -2 99 -44 b_quark 0 4.18 160.712 -49 -153 -1
b_quark 0 4.18 181.319 59 -137 103 b_quark 0 4.18 194.14 -145 122 -42
b_quark 0 4.18 115.605 91 -65 29 b_quark 0 4.18 172.414 -128 109 38
W+ 1 80.4 203.851 149 -11 -113 W- 1 80.4 187.217 -52 81 139
W+ 1 80.4 161.308 -70 16 -120 W- 1 80.4 124.696 -3 60 74
b_quark 0 4.18 150.195 -96 10 -115 b_quark 0 4.18 218.125 44 -60 205
b_quark 0 4.18 115.224 17 33 -109 b_quark 0 4.18 143.288 83 -115 20
b_quark 0 4.18 171.495 -127 108 -40 b_quark 0 4.18 206.508 36 -196 -54
W+ 1 80.4 178.404 132 88 14 W- 1 80.4 163.188 -119 -26 73
b_quark 0 4.18 116.942 -75 88 17 b_quark 0 4.18 185.374 171 -71 -8
b_quark 0 4.18 158.011 -13 141 70 b_quark 0 4.18 265.894 36 -235 -119
b_quark 0 4.18 192.682 68 -142 -111 b_quark 0 4.18 231.807 22 177 148
b_quark 0 4.18 87.7181 -64 10 59 b_quark 0 4.18 135.958 101 45 -79
W+ 1 80.4 155.078 47 -124 0 W- 1 80.4 190.631 8 164 54
b_quark 0 4.18 193.736 54 150 110 b_quark 0 4.18 161.178 4 -157 -36
W+ 1 80.4 172.931 -84 92 -89 W- 1 80.4 109.887 11 -39 63
b_quark 0 4.18 127.638 89 -28 -87 b_quark 0 4.18 196.218 -8 94 172
b_quark 0 4.18 216.9 112 140 -122 b_quark 0 4.18 237.284 -126 -123 159
tau+ 0 1.78 186.264 111 127 79 tau- 0 1.78 205.01 -99 -137 -116
b_quark 0 4.18 146.883 -146 4 15 b_quark 0 4.18 260.909 246 -54 68
W+ 1 80.4 182.544 120 103 43 W- 1 80.4 164.211 -98 -9 -104
W+ 1 80.4 172.358 73 83 105 W- 1 80.4 175.995 -154 -13 -25
W+ 1 80.4 110.287 53 39 37 W- 1 80.4 195.87 -146 -93 -44
W+ 1 80.4 198.842 68 127 -111 W- 1 80.4 230.769 -163 -139 30
b_quark 0 4.18 135.615 103 41 -78 b_quark 0 4.18 194.254 -177 42 68
Z 1 91.2 176.518 -102 -71 -86 Z 1 91.2 217.994 94 -28 172
W+ 1 80.4 180.098 59 -149 -17 W- 1 80.4 200.435 -23 166 75
b_quark 0 4.18 171.407 85 23 -147 b_quark 0 4.18 108.575 -35 39 95
b_quark 0 4.18 145.597 74 123 -24 b_quark 0 4.18 122.293 -45 -113 12
b_quark 0 4.18 159.895 32 147 54 b_quark 0 4.18 208.644 -71 -193 -35
b_quark 0 4.18 166.876 -65 -103 -114 b_quark 0 4.18 302.055 164 168 190
tau+ 0 1.78 153.584 -30 -146 37 tau- 0 1.78 270.126 120 223 -94
W+ 1 80.4 171.272 -123 -46 75 W- 1 80.4 190.363 103 -11 -138
tau+ 0 1.78 125.941 8 -125 -13 tau- 0 1.78 160.044 53 139 59
b_quark 0 4.18 121.707 -59 17 -105 b_quark 0 4.18 183.868 45 9 178
W+ 1 80.4 171.8 -113 -81 61 W- 1 80.4 154.5 78 99 -39
b_quark 0 4.18 134.452 -134 10 -2 b_quark 0 4.18 157.361 150 33 34
b_quark 0 4.18 95.3492 -33 -8 89 b_quark 0 4.18 176.486 131 63 -100
W+ 1 80.4 104.891 20 63 -13 W- 1 80.4 152.29 -2 -82 100
b_quark 0 4.18 127.069 -37 -114 42 b_quark 0 4.18 108.053 77 52 55
b_quark 0 4.18 186.811 134 107 -74 b_quark 0 4.18 279.856 -195 -199 -26
b_quark 0 4.18 136.252 15 41 129 b_quark 0 4.18 170.081 -19 -90 -143
b_quark 0 4.18 53.6328 5 5 -53 b_quark 0 4.18 61.4855 55 -3 27
b_quark 0 4.18 155.43 77 86 -104 b_quark 0 4.18 216.775 -50 -155 143
b_quark 0 4.18 168.916 -113 -11 125 b_quark 0 4.18 130.688 99 -69 -50
b_quark 0 4.18 95.281 -84 18 -41 b_quark 0 4.18 186.487 142 14 120
W+ 1 80.4 166.136 -4 -39 140 W- 1 80.4 166.884 4 137 -51
b_quark 0 4.18 200.805 134 -125 82 b_quark 0 4.18 176.665 -93 112 -100
b_quark 0 4.18 100.127 -98 -2 -20 b_quark 0 4.18 168.688 158 -15 57
W+ 1 80.4 225.62 126 108 130 W- 1 80.4 241.087 -83 -187 -99
b_quark 0 4.18 78.1439 -70 -30 -17 b_quark 0 4.18 58.0644 -17 -16 53
b_quark 0 4.18 97.023 -22 76 -56 b_quark 0 4.18 82.8883 30 -52 57
W+ 1 80.4 194.965 -135 71 -91 W- 1 80.4 207.666 144 -105 70
b_quark 0 4.18 202.915 146 -95 104 b_quark 0 4.18 241.474 -132 8 -202
b_quark 0 4.18 87.152 -3 60 -63 b_quark 0 4.18 161.33 20 -53 151
b_quark 0 4.18 78.1247 -51 2 59 b_quark 0 4.18 108.104 33 92 -46
b_quark 0 4.18 122.684 81 88 27 b_quark 0 4.18 104.132 -32 1 -99
b_quark 0 4.18 135.468 117 63 -26 b_quark 0 4.18 147.958 -117 -88 -21
b_quark 0 4.18 135.718 131 -20 29 b_quark 0 4.18 129.134 -99 -61 -56
b_quark 0 4.18 211.366 -75 -147 -132 b_quark 0 4.18 332.745 106 225 221
tau+ 0 1.78 165.267 7 150 -69 tau- 0 1.78 191.272 -47 -97 158
b_quark 0 4.18 128.823 -35 83 92 b_quark 0 4.18 224.079 -19 -168 -147
b_quark 0 4.18 207.119 -150 91 110 b_quark 0 4.18 247.288 193 -82 -131
W+ 1 80.4 191.693 37 -143 -92 W- 1 80.4 235.368 10 165 147
b_quark 0 4.18 193.327 -70 -117 -137 b_quark 0 4.18 217.39 29 56 208
b_quark 0 4.18 169.152 -109 125 -33 b_quark 0 4.18 162.273 59 -147 -35
W+ 1 80.4 128.398 -86 -15 49 W- 1 80.4 149.543 15 107 -65
b_quark 0 4.18 124.473 -102 44 -56 b_quark 0 4.18 103.046 29 52 84
W+ 1 80.4 156.956 -71 -107 -41 W- 1 80.4 207.264 91 158 57
W+ 1 80.4 172.723 17 -54 -142 W- 1 80.4 245.327 6 153 174
b_quark 0 4.18 115.211 6 112 -26 b_quark 0 4.18 202.977 -39 -194 45
b_quark 0 4.18 51.473 -24 34 -30 b_quark 0 4.18 70.0748 4 34 -61
b_quark 0 4.18 145.683 -9 -143 26 b_quark 0 4.18 230.509 5 224 54
b_quark 0 4.18 189.355 73 -122 -125 b_quark 0 4.18 157.059 -44 117 95
W+ 1 80.4 141.489 91 45 -57 W- 1 80.4 201.733 -134 -20 126
b_quark 0 4.18 156.2 -132 66 51 b_quark 0 4.18 105.269 38 4 -98
b_quark 0 4.18 172.776 -4 117 -127 b_quark 0 4.18 240.099 25 -74 227
b_quark 0 4.18 86.6918 -12 -45 73 b_quark 0 4.18 213.688 19 128 -170
b_quark 0 4.18 162.541 -112 -103 57 b_quark 0 4.18 217.494 103 191 14
W+ 1 80.4 231.431 102 124 146 W- 1 80.4 351.04 -134 -203 -240
tau+ 0 1.78 136.313 -103 -88 -15 tau- 0 1.78 116.603 25 98 -58
W+ 1 80.4 119.971 -12 -72 51 W- 1 80.4 165.061 91 82 -76
b_quark 0 4.18 196.719 50 135 -134 b_quark 0 4.18 195.598 -23 -164 104
W+ 1 80.4 99.0765 34 -36 -30 W- 1 80.4 165.958 -126 51 51
tau+ 0 1.78 102.568 -26 -96 25 tau- 0 1.78 162.598 85 97 -99
tau+ 0 1.78 147.537 -78 112 -56 tau- 0 1.78 155.213 12 -138 70
b_quark 0 4.18 138.919 136 -16 23 b_quark 0 4.18 167.686 -167 14 4
W+ 1 80.4 209.144 -122 -28 147 W- 1 80.4 175.058 90 41 -120
b_quark 0 4.18 127.132 40 96 73 b_quark 0 4.18 181.798 22 -143 -110
b_quark 0 4.18 117.416 -78 -17 -86 b_quark 0 4.18 72.66 49 19 50
b_quark 0 4.18 206.324 -82 -148 -118 b_quark 0 4.18 119.509 16 115 28
W+ 1 80.4 172.674 -148 38 2 W- 1 80.4 170.608 119 61 -69
b_quark 0 4.18 61.1758 44 42 -5 b_quark 0 4.18 127.136 -111 24 -57
b_quark 0 4.18 159.56 -31 -105 -116 b_quark 0 4.18 155.713 12 71 138
b_quark 0 4.18 117.938 6 -116 20 b_quark 0 4.18 189.862 25 173 74
Z 1 91.2 111.752 -51 27 -29 Z 1 91.2 173.918 125 41 68
b_quark 0 4.18 210.88 -118 -120 -127 b_quark 0 4.18 296.17 209 203 53
b_quark 0 4.18 212.213 148 108 107 b_quark 0 4.18 173.72 -144 -88 -41
b_quark 0 4.18 128.458 -8 106 -72 b_quark 0 4.18 180.465 -55 -170 25
W+ 1 80.4 125.021 57 21 74 W- 1 80.4 121.401 -17 -89 -8
b_quark 0 4.18 180.054 -116 105 -89 b_quark 0 4.18 160.977 74 -98 104
W+ 1 80.4 174.118 -116 91 -46 W- 1 80.4 161.041 35 -17 134
tau+ 0 1.78 82.3357 34 -54 -52 tau- 0 1.78 138.149 -20 -39 131
W+ 1 80.4 211.873 124 123 89 W- 1 80.4 270.013 -147 -205 -53
b_quark 0 4.18 121.608 -81 -67 -61 b_quark 0 4.18 229.165 163 -3 161
b_quark 0 4.18 171.742 133 -83 70 b_quark 0 4.18 212.23 -124 172 8
tau+ 0 1.78 116.005 29 -102 -47 tau- 0 1.78 157.516 -120 2 102
b_quark 0 4.18 126.188 -1 -113 -56 b_quark 0 4.18 193.252 -7 188 -44
W+ 1 80.4 232.302 150 50 -150 W- 1 80.4 261.811 -107 -114 194
W+ 1 80.4 206.27 119 -131 69 W- 1 80.4 185.863 -57 144 -64
b_quark 0 4.18 168.685 -58 68 143 b_quark 0 4.18 242.09 73 -19 -230
b_quark 0 4.18 229.736 121 134 -142 b_quark 0 4.18 256.149 -205 -37 149
b_quark 0 4.18 138.93 130 40 28 b_quark 0 4.18 123.626 -99 37 -64
tau+ 0 1.78 182.932 -98 96 121 tau- 0 1.78 122.594 105 -49 -40
b_quark 0 4.18 168.177 -115 71 -100 b_quark 0 4.18 247.803 178 -131 112
b_quark 0 4.18 212.731 -118 148 -97 b_quark 0 4.18 249.895 214 -97 85
Z 1 91.2 163.586 99 -79 49 Z 1 91.2 189.437 -102 -2 -131
b_quark 0 4.18 58.1504 -32 6 48 b_quark 0 4.18 91.3645 72 -55 11
b_quark 0 4.18 90.4625 29 -10 -85 b_quark 0 4.18 162.787 11 -75 144
b_quark 0 4.18 151.788 -7 142 -53 b_quark 0 4.18 191.263 46 -112 148
tau+ 0 1.78 176.899 124 -125 17 tau- 0 1.78 117.031 -93 70 12
tau+ 0 1.78 185.378 144 -51 105 tau- 0 1.78 139.65 -125 -43 -45
b_quark 0 4.18 134.49 22 81 105 b_quark 0 4.18 183.015 10 -176 -49
b_quark 0 4.18 135.847 -60 14 -121 b_quark 0 4.18 49.4719 -11 10 47
b_quark 0 4.18 168.245 -117 106 -58 b_quark 0 4.18 252.973 148 -205 -7
tau+ 0 1.78 169.414 112 -23 -125 tau- 0 1.78 249.504 -122 113 186
b_quark 0 4.18 225.516 150 116 -122 b_quark 0 4.18 284.962 -103 -199 176
b_quark 0 4.18 139.902 -113 -81 15 b_quark 0 4.18 87.5127 20 80 29
b_quark 0 4.18 168.45 -59 109 -114 b_quark 0 4.18 123.792 51 -105 41
W+ 1 80.4 156.173 57 -121 -6 W- 1 80.4 240.811 -21 206 -93
b_quark 0 4.18 113.064 -21 -78 79 b_quark 0 4.18 174.572 -9 164 -59
b_quark 0 4.18 67.0408 43 48 -18 b_quark 0 4.18 113.747 13 -104 44
b_quark 0 4.18 156.74 105 105 50 b_quark 0 4.18 165.712 -127 -105 17
W+ 1 80.4 195.29 97 -83 -124 W- 1 80.4 166.689 -66 126 33
b_quark 0 4.18 166.296 -114 121 0 b_quark 0 4.18 89.0251 68 -28 -50
b_quark 0 4.18 176.305 76 93 129 b_quark 0 4.18 180.902 0 -152 -98
b_quark 0 4.18 134.605 -7 96 -94 b_quark 0 4.18 83.3515 -80 -1 23
b_quark 0 4.18 180.611 -99 -59 -139 b_quark 0 4.18 244.844 43 -31 239
b_quark 0 4.18 151.577 143 -50 3 b_quark 0 4.18 98.3589 -50 41 -74
b_quark 0 4.18 185.98 115 45 -139 b_quark 0 4.18 181.046 -122 -124 50
b_quark 0 4.18 106.261 -47 56 77 b_quark 0 4.18 75.8319 70 -7 -28
Z 1 91.2 211.479 75 91 -150 Z 1 91.2 242.554 -63 -165 139
b_quark 0 4.18 140.948 102 74 -63 b_quark 0 4.18 134.43 -86 7 103
W+ 1 80.4 207.225 -30 123 143 W- 1 80.4 251.018 29 -219 -88
W+ 1 80.4 171.471 140 23 53 W- 1 80.4 203.089 -133 -114 -64
b_quark 0 4.18 90.9916 -5 86 29 b_quark 0 4.18 85.6882 43 -70 24
b_quark 0 4.18 198.933 136 145 6 b_quark 0 4.18 231.496 -212 -90 23
b_quark 0 4.18 127.069 123 30 -10 b_quark 0 4.18 162.762 -135 -32 -85
W+ 1 80.4 113.16 74 -24 17 W- 1 80.4 173.315 -139 53 -38
b_quark 0 4.18 161.24 6 104 -123 b_quark 0 4.18 264.457 64 -132 220
b_quark 0 4.18 191.511 -27 -131 -137 b_quark 0 4.18 158.643 45 137 66
b_quark 0 4.18 145.721 -9 144 -20 b_quark 0 4.18 161.829 -25 -111 115
b_quark 0 4.18 158.22 132 -46 74 b_quark 0 4.18 106.534 -44 36 -90
b_quark 0 4.18 138.948 107 -84 28 b_quark 0 4.18 149.477 -122 49 -71
b_quark 0 4.18 113.285 -56 -88 -44 b_quark 0 4.18 161.813 98 49 119
b_quark 0 4.18 194.596 45 124 143 b_quark 0 4.18 189.025 46 -171 -66
b_quark 0 4.18 89.0757 37 -52 -62 b_quark 0 4.18 201.093 -106 112 129
b_quark 0 4.18 139.787 11 121 -69 b_quark 0 4.18 94.48 -18 -29 88
Z 1 91.2 161.912 -79 29 104 Z 1 91.2 214.538 110 3 -160
tau+ 0 1.78 185.33 112 130 70 tau- 0 1.78 213.111 -176 -46 -111
W+ 1 80.4 88.0463 -30 -8 18 W- 1 80.4 127.394 57 -60 54
b_quark 0 4.18 93.8002 68 -26 -59 b_quark 0 4.18 219.038 -166 102 100
b_quark 0 4.18 107.951 -60 -56 -70 b_quark 0 4.18 157.669 124 -21 95
b_quark 0 4.18 154.556 -82 125 -39 b_quark 0 4.18 229.509 93 -158 138
tau+ 0 1.78 101.554 -77 -66 5 tau- 0 1.78 234.651 176 139 -69
